0,1,2
0.0,1.9244705,-0.0
3.8662086,-1.2720525,-4.72444
1.4922582,-0.77431566,-2.4507363
-0.0,-0.0,0.0
-0.0,0.0,0.0
0.0,-0.0,-0.0
0.0,0.0,-0.0
-0.0,1.1362925,0.0
-0.0,1.8873658,0.0
-0.0,-0.0,-1.2967049
0.0,3.983498,-0.0
0.0,2.2958283,-0.0
-0.0,-2.8847802,0.0
0.0,-0.91404176,-0.0
1.0976603,4.0537276,-0.9335966
1.7811322,-7.844905,-1.1214286
0.0,-0.0,-0.0
-0.0,-3.291302,-1.258245
1.0524573,-0.03739417,-0.0
-0.9922518,1.5708233,0.0
0.0,-0.0,-0.0
-0.0,7.1438346,-0.6895851
-0.0,-0.0,0.0
-0.0,-4.6552644,0.0
-0.0,4.1721864,0.0
1.4613737,0.0,-2.2245417
-0.0,-0.0,-0.99443203
0.0,-3.0208101,-0.0
0.0,-0.0,-0.0
0.6411489,-2.5207717,-0.0
0.0,-7.0732784,-0.0
0.0,0.0,-0.0
0.0,0.0,-1.7456695
-0.0,0.0,0.0
-0.0,-13.180446,0.0
1.2922206,0.0,-0.0
0.0,0.0,-0.0
0.0,5.9068594,-0.0
-0.0,-0.0,0.0
0.0,0.0,-1.5782636
-0.0,-2.8045316,0.0
-0.0,0.0,0.0
-0.0,3.0695043,0.0
-0.0,-0.0,-0.9304304
0.0,-2.1172986,-0.75641567
-0.0,-0.0,0.0
0.0,1.337814,-1.1420077
-0.0,-0.0,2.126087
1.290899,-2.1017172,0.0
-0.0,-1.0338646,0.0
