0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
-0.64423823,-0.068802126,0.006123181,0.00876708,0.13643226,0.10658677,0.07672596,0.23933119,-0.05333213,0.012042298,-0.03247376,0.17816688,0.4444409,0.460642,0.28068468,-0.09065145,0.1402538,0.29549044,-0.053964302,0.12792654,0.4427517,0.4301703,-0.25123367,-0.6340828,0.6819861,0.11500024,0.09198172,-0.22415817,0.08150355,0.352606,-0.5774581,0.5069303,0.11953276,0.009938208,0.08953861,-0.021328414,0.10502118,-1.057681,-0.088029414,-0.1053765,-0.53049386,-0.51466286,0.18919232,0.0271478,0.24437195,0.18498848,0.1130623,-0.18844788,0.15849857,-0.12928455,-0.47509322,0.6530277,-0.30169734,0.15303513,0.26204807,0.046666667,-0.04830077,0.120224476,-0.28805286,-0.07505952,-0.2663455,-0.07438667,0.024591357,0.0012334144,-0.5929609,-0.011012433,0.22508475,-0.08225931,-0.30060044,0.2834091,0.2286134,0.5424421,0.1543124,-0.4625329,0.06642192,-0.16525155,0.24873982,-0.26481143,0.3429379,0.053740192,-0.09723913,0.46907687,0.05904406,0.3964904,0.28018188,0.26890117,0.63368154,-0.2603254,0.035157327,-0.29053882,0.18425043,0.14082222,0.2281466,0.07583892,0.6386352,0.2886666,0.59679526,-0.2603854,-0.014829355,0.2274739,0.29763812,0.20717257,-0.24456969,-0.34387922,0.22955558,0.04877014,0.28992897,0.24548039,0.15454094,0.035058077,0.29720068,-0.15665545,0.0016243845,0.6856603,0.2370887,-0.03946127,0.03253771,0.008540091,-0.09654207,0.22089384,-0.012125207,0.37609234,-0.27679202,0.11309436,0.09812176,0.09852996,-0.48253912,0.030672029,0.1667071,0.21285684,-0.08511397,0.6247433,0.45427763,-0.1786673,-0.09808974,0.11102435,-0.0749914,-0.15225899,0.21141948,0.19152482,0.039526932,-0.31149045,0.17845285,-0.22932,0.5438761,-0.24770625,-0.36902067,-0.7176945,0.03694124,-0.47807935,-0.55501497,-0.1630377,0.08481016,0.18708324,0.3175819,0.16502778,0.1363425,-0.05824625,-0.19766912,0.057201885,-0.35585153,0.07883857,0.25506172,0.51761407,0.2777118,0.42916048,0.5461647,-0.2347249,0.30371946,0.18229783,-0.16978005,0.11252253,0.23881066,-0.41356868,0.23504476,-0.16144286,-0.061796993,-0.30881646,-0.120532,0.11741306,-0.29885954,0.12909615,0.47384205,-0.08955872,0.5611802,0.115189716,-0.46224523,-0.19505401,-0.18504414,0.30404463,-0.51644355,-0.4041743,0.2835272,0.2787309,0.23238961,-0.017774926,-0.3337855,0.077359945,-0.03867997,0.012916603
0.20900314,0.23042779,-0.1486356,0.20976807,0.1951631,-0.09326625,-0.30335402,-0.27830595,-0.081186,0.12263173,-0.16811363,0.05276451,0.06453277,-0.042362634,0.036070805,-0.09920961,0.29985958,-0.02166739,-0.33650747,0.07095866,-0.30278814,0.70683736,0.27490172,0.019428555,-0.36039522,0.008119177,-0.3976982,0.39937317,0.013652442,-0.08331367,-0.00508322,0.6895925,0.07600361,-0.12370766,0.16417558,-0.08229361,0.105364256,0.7809404,-0.1386131,0.48513156,0.11236653,-0.18071705,0.078634195,0.22254066,0.08621893,-0.025126895,0.018338425,1.2280822,-0.16794291,0.066715255,0.26424584,0.09151506,0.017054796,0.14837159,0.20815665,-0.081417166,0.1437472,0.14814425,0.02755291,0.14378022,-0.18099293,0.016414823,0.22091827,0.17307305,0.19159214,0.14551878,0.3707084,0.10501709,-0.18433575,0.1871344,-0.21957803,0.34077674,0.5799659,-0.42637077,-0.09922348,0.1350745,0.105020635,-0.054015983,0.033390213,0.056055654,0.78729093,0.3490514,0.3803103,0.096768945,0.2545186,0.035427563,0.33109933,0.28687432,-0.4134888,0.3326168,0.28392336,0.7460145,0.26738212,0.2219779,0.2745243,-0.12690443,0.330575,0.16734351,-0.32810837,-0.3913883,-0.17347436,-0.009170626,-0.1644724,0.16020136,0.056905147,-0.008247115,-0.12894893,-0.20528345,0.46544313,-0.27107745,-0.13324901,-0.0633611,0.04712824,-0.19031356,-0.5388699,-0.037790917,-0.2790272,0.07075163,0.007961152,-0.13362885,0.06679457,-0.013529796,0.07992474,0.07549625,-0.4022133,-0.0132210255,-0.14750864,0.26770204,0.041108184,0.27100357,0.20971799,-0.23318188,-0.031590737,0.04773275,-0.10349502,-0.03975451,0.37692654,-0.03941243,0.19429143,-0.10397747,0.013810466,0.054838322,-0.11019672,-0.21007288,-0.28198692,-0.70909774,-0.308021,-0.31597513,0.0018482618,0.29818192,0.028119255,0.30383492,-0.076457955,0.07036831,0.1699845,0.32623544,-0.3236504,-0.41480535,-0.4126674,0.029248876,0.17876591,0.1962095,0.24318065,0.30726,-0.38212937,0.48385355,0.2568845,0.052017327,0.1280359,0.31197643,0.06655465,-0.2523506,0.5359366,-0.08715429,0.011210426,0.40887254,0.5631638,0.04275307,0.10728152,-0.0741746,0.3408881,1.2015486,0.20252319,0.0138458,0.4436746,-0.2372235,0.033846512,0.070071355,0.091743626,0.80012107,0.14811823,-0.35126776,0.47051895,0.13070406,-0.13709192,0.02187785,0.16080105,1.7401303,-0.124560855,0.29358053
-0.23125692,0.5397208,-1.9371467,-0.011408862,-0.0095379185,0.27045545,-0.43151587,0.18140413,0.8307289,0.17943305,0.60898,0.041007094,-0.4709395,0.025296181,-0.35382804,-0.35851198,0.011127925,-0.6573256,0.057675734,-0.15449424,0.37127265,-0.3008221,0.18432115,-0.09502528,-0.36158833,-0.23667622,0.08740307,0.37668556,0.0071388534,0.17032935,0.1367011,0.12251233,0.10205833,0.39792415,0.27548692,0.03232103,-0.43839943,-0.5197653,1.1759478,0.044011585,-0.06587849,-0.32607502,0.37075,-0.15970324,-0.17539383,-1.0802358,-0.06831161,0.19532317,-0.28884333,0.29983196,-0.3718965,0.33616814,-1.4967812,-0.4494164,0.06778266,0.3367351,0.48333836,0.12856568,0.10701505,0.07518147,0.4880448,-0.08683096,-0.21048653,0.13347088,0.3969032,0.005693579,0.20613247,-0.70414734,0.064968616,0.09787005,-0.16639505,0.14864099,0.23152371,-0.38013172,-0.41103548,-0.031900436,0.08768097,-0.0639858,0.15856509,0.064489804,-0.15192713,0.19516827,0.17267063,0.2694218,0.10556006,-0.13740899,-0.21804574,0.02634728,-1.3218358,0.04731064,0.12588038,0.28242952,0.4246313,0.15222411,0.18889645,-1.3326582,0.0537712,-0.546231,-0.14831826,0.3102737,-0.23183456,0.24025804,0.33111614,0.14954962,0.11382963,0.44903815,-0.56813896,-0.6040783,-0.6527985,0.30903083,-0.123415574,0.098826736,-0.015549522,-0.03181967,-0.22069955,-0.10194769,0.35690382,0.61686856,0.082476296,-0.17367133,-0.052008726,0.20231748,-0.21965554,1.1381947,-0.39100632,0.11748693,0.08403469,0.37669373,0.1824975,0.14846906,0.31164292,0.45803204,-0.11086011,-0.29220274,0.090536766,0.60422194,0.43386203,-0.21630947,-0.42233363,0.54234713,-0.92196196,0.011574456,-0.21880485,0.5389123,0.19987659,0.19331057,0.13868523,-0.03349195,0.04937989,0.1475503,-0.3096928,0.41487223,-1.2594802,-0.29941452,0.14625223,0.31523842,0.31988528,0.31943887,0.03348786,0.20654091,0.13617213,-0.022848612,-0.44012114,0.026838392,-0.07756132,-0.05526963,0.009871374,-0.89506036,0.18002719,0.0043625706,-0.0457104,-0.28406772,0.37999618,0.47001052,-0.45253074,0.20444664,0.18199569,0.55078113,-0.16257142,-0.056615915,0.19730923,0.21474086,0.17442298,0.41605166,0.73853546,0.10553372,-0.005936046,-0.31141114,-0.67803025,0.42961824,-0.14633708,0.058396954,0.039347257,0.6246743,0.27629218,-0.6249026,0.012658187,-0.4860393,-0.33358222,-0.19210362
-0.37501428,0.10044876,-0.34270722,0.2956489,-0.17109795,0.11941348,-0.90090597,-0.47511995,0.9723116,-0.22743171,0.93664575,0.1537787,0.13115717,0.2963211,0.21331163,0.2543778,-0.04071809,-0.8904617,0.4346328,0.030601865,0.30031988,0.16561668,0.17704295,0.25801653,0.03291198,-0.18071027,-0.07205624,-0.0744946,-0.083471745,0.28766853,-0.32802206,0.22771989,0.22983456,0.8459276,0.079212375,-0.15614821,-0.5524289,-0.58286405,0.9350345,-0.18581636,-0.26717937,-0.8445547,0.09158759,-0.006610888,0.8627077,-1.4801924,-0.07793284,0.38486615,-0.36817983,-0.20966965,0.19957341,0.15080144,-0.18947636,-0.27191204,0.070294686,-0.09164071,0.2921311,0.22179513,0.77929693,-0.005356997,0.8701175,0.13761112,0.41735998,0.16040243,0.54273146,0.28644708,0.10243569,0.69257396,0.25072372,-0.11419502,0.030239182,0.007711701,-0.1038394,0.36216432,0.41705415,0.4118091,-0.13677326,0.16000287,0.02020027,0.13789622,0.18273309,0.29896164,0.10892512,0.36508706,0.2515659,0.023041664,-0.25605178,0.7009607,-0.48731107,0.021665493,0.07399369,0.45817545,-0.1755229,0.5422277,0.9034413,-0.10104489,0.28290874,0.34144872,-0.16935745,-0.03539796,0.019249646,-0.26951012,-0.060750835,-0.055122882,0.3247254,0.30773622,-0.53731894,-0.73886895,-0.16472696,0.31638834,-0.079083145,0.20901558,0.033473507,-0.4306333,0.15045065,-0.07190431,-0.22321272,0.5215749,0.013643391,0.050500803,0.17791085,0.0022340373,0.019759083,0.12682934,-0.17553772,-0.3033323,0.11646557,-0.18825111,-0.13091546,0.44101566,0.27464727,0.25118384,0.24104491,0.4128064,-0.118391134,0.044122733,0.604288,0.00428921,-0.54541856,-0.1679312,-0.6980921,0.051515285,0.16374145,-0.16399157,0.4822999,-0.1583825,-0.3915033,0.2656001,-0.1212459,0.36277953,-0.5121389,0.4391678,-0.045422994,0.3210425,-0.2423291,0.17967567,-0.28097737,-0.20100947,0.6173256,-0.2820937,0.37229532,0.06949542,0.14714347,0.41468185,0.21570459,0.16361612,-0.33908653,-0.12295903,0.07891994,0.010936802,-0.0147754885,0.068634026,0.18783283,-0.09126928,0.5624673,-0.021807479,-0.086762585,-0.26019353,0.007390563,0.23045874,-0.1184009,0.479197,0.11492037,0.6744812,0.19165275,-0.0036268965,-0.32006273,-0.17396653,-0.04025508,0.1290683,-0.11192723,-0.22713915,0.10083853,0.131165,0.017763996,-0.5323319,0.49224183,0.06775794,-0.05203139,-0.10151912
0.019227026,0.15888457,-0.018114462,0.24875481,0.2822018,0.06332179,0.092980474,0.22528495,-0.004190639,0.12660025,0.039201543,-0.18521279,-0.118170604,-0.1556695,-0.5947819,0.013529006,0.19220485,0.13757959,-0.09997362,-0.32028225,-0.079394266,-0.049543697,-0.39666182,-0.3717476,0.2325017,-0.09890744,-0.32288694,-0.0403882,0.048748363,0.13471098,0.1373082,-0.3573138,0.0609464,-0.30362317,-0.06801699,0.0047521093,0.037080713,-0.4297796,-0.038782332,0.121314585,-0.44723013,0.37331071,-0.24274993,-0.23835613,-0.2555696,0.35208294,-0.3080229,-0.18180959,0.00065746275,0.0751995,-0.27606788,-0.32600513,-0.20943452,0.17510462,0.012585808,-0.12946875,-0.3033447,0.042660587,-0.33293995,0.12389879,0.097964,-0.13633256,-0.3220269,-0.38632837,-0.25578356,-0.10843797,0.197522,-0.39925376,-0.43431258,0.074826784,0.06210328,-0.48493558,-0.5228032,-0.64775777,0.18158679,-0.31018764,-0.2797566,0.12757064,-0.13156182,-0.16477898,-0.0087522715,-0.34645864,-0.031733043,-0.18923834,-0.21809088,-0.41631362,-0.06568956,0.008059661,-0.0171953,-0.23470135,0.094311014,0.06601793,-0.058758717,-0.46570152,0.13542554,0.25287786,-0.07676786,-0.15453109,-0.23654224,-0.11135369,0.012292161,-0.17846511,0.046289966,-0.18140462,0.038960345,-0.17066425,0.14545181,-0.040993724,-0.18618883,0.10569612,-0.21693087,-0.064339004,-0.036446795,0.11080782,0.18056141,0.010485628,0.058915958,-0.054021865,0.048619006,-0.027545523,0.0066065323,0.040678587,-0.059849292,0.4713208,-0.011621002,0.19723499,-0.45483536,0.086980924,0.056962892,0.12964448,-0.33102867,-0.12915894,0.035485428,-0.34243688,-0.03924844,-0.111232676,-0.21323438,-0.06806773,0.27621263,0.10633035,-0.2448945,-0.38177693,0.013040274,0.11879408,-0.16920191,-0.036205932,0.039921258,-0.10463981,0.34581563,-0.15265511,-0.16113147,-0.47815937,0.15987779,0.0661539,0.1507087,0.21146736,-0.13898137,0.04734047,-0.28451008,0.22906588,-0.041821968,0.01533187,0.18150668,-0.19582243,-0.701555,0.14951725,0.35750574,0.40997407,0.113909505,0.044707663,0.061925933,-0.2951857,-0.70822847,0.24082838,-0.28126016,-0.012499124,-0.011443483,0.07947596,0.35422388,0.081643,0.09155087,0.1389049,0.35062855,-0.37736624,0.2698034,-0.029586213,0.16341616,-0.06266719,-0.5193067,-0.014662257,-0.45093548,-0.0019686378,-0.34276682,-0.26753122,0.10328432,0.27487633,-0.5594231,-0.38873643,-0.0646017,-0.19401595
0.5234037,0.4967496,0.26947853,0.14283913,-0.13395852,0.038659107,-0.34845948,-0.48319218,0.26897877,-0.13115302,0.4078321,0.66993266,0.13780499,-0.11585377,-0.043592915,-0.06236563,0.26410288,-0.66705686,0.22879106,0.22480498,0.24958302,-0.036076486,0.6907891,0.3661334,-0.15206513,-0.050292023,-0.33308205,0.12671143,0.45155635,0.29190248,0.26293018,-0.14037429,0.020741742,0.71836495,0.07444786,-0.11145347,-0.5937733,-0.14634584,0.59268296,0.034772027,0.032287758,-0.61479396,0.52030575,0.027348813,0.09793535,-0.36702156,0.28238904,0.36800772,-0.0686699,-0.028497009,0.38181543,0.4064525,0.1197288,-0.05236623,-0.05148356,0.08895261,0.5516171,-0.1454991,0.03604664,0.100529194,0.1469793,0.13612549,0.12418074,-0.1733969,0.37052113,-0.025855763,0.18605824,0.06696738,0.3374835,0.16550617,-0.28387004,0.39614567,0.11167153,0.019146763,0.17681184,0.2750775,-0.0031573286,0.35159293,0.18935287,0.06760255,0.5344976,0.16583936,0.08601234,0.1833585,-0.057503987,0.16822547,-0.41248965,0.65591526,-0.44109,0.21184799,0.2319272,0.029977938,0.3635945,-0.26339236,0.42472667,0.2870661,0.11575508,0.31595913,0.04546261,-0.26234874,0.1351423,-0.17798577,0.020232564,0.21571252,0.037978858,0.2899778,-0.6802677,-0.59969574,0.10691967,-0.046159104,0.15203367,0.022756895,0.096726395,-0.5997209,0.122441955,-0.32963493,0.10904945,0.28206426,0.011592938,-0.06350296,-0.0003405667,0.24078764,-0.24334349,-0.04229801,-0.07081626,0.12957369,-0.033631485,-0.36735266,0.052151583,0.39130294,-0.09595118,-0.08437135,0.086892106,0.1735608,0.02310508,-0.25261796,-0.21341029,0.12258023,-0.12591992,0.038650017,-0.27618948,0.3338124,-0.010613283,0.14515153,-0.10130601,0.37598383,-0.4008332,-0.065172605,0.0008356435,0.404924,-0.13789068,0.9568683,0.22215274,-0.11208178,-0.036847297,0.38065797,-0.030516978,-0.06208633,-0.016559169,-0.15289651,-0.22235878,0.52127236,0.5010136,0.3095425,0.13002235,0.08318295,0.4706169,-0.08704453,0.3827671,0.3105474,0.05676936,0.3649657,0.47687235,0.124579996,0.2624358,0.16555114,0.3456733,-0.106648766,0.25626427,0.43752602,0.23358335,-0.20257641,0.16396701,0.2863003,-0.17811479,0.16337918,-0.34242198,0.03990834,0.061165355,-0.14311865,0.49060178,-0.08092853,0.73878175,0.21736951,-0.011374427,0.24658412,0.16428538,0.89475745,0.28232867,0.4999909
0.4218367,0.026047263,0.22986998,0.003540712,-0.48595214,-0.6021173,0.3572008,0.99296516,-0.85390073,0.11192585,-1.1515844,0.04467893,-0.333075,-0.4617506,0.2450786,0.032646317,-0.20781767,-0.40186283,0.12350027,-0.63843113,0.0027860322,-0.517724,-0.09609451,-0.009151755,-0.28594553,-0.19968623,-0.12960267,0.19330075,-0.06478026,-0.1023462,0.7209835,-0.5504657,-0.35364416,0.2516076,-0.12570596,-0.07203757,0.5653289,0.093090996,-1.1367683,0.19104962,0.55538654,1.0277654,-0.3235142,-0.109279335,-0.037853934,-0.4752372,-0.41276857,-0.068239406,-0.1588342,0.24618293,0.1799467,-0.12199648,-0.23575643,0.13160379,-0.11830692,-0.7591546,0.33745494,-0.23620845,-2.0179617,-0.21546173,-1.3251656,-0.08196882,0.056497946,-0.62037075,0.0756041,-0.008992266,-0.3422241,0.16746992,0.37555847,0.08568418,0.29596224,-0.44608235,0.119958766,0.1962472,0.009860095,-0.80178976,-0.05789873,0.19673894,-0.24452743,-0.31357303,1.0357198,-0.7925113,-0.17009874,-0.8725495,-0.30336276,0.05780475,-0.5942327,0.10144108,-1.4300311,0.26291543,0.31094524,0.04883033,-0.3475322,-0.9735945,0.14877854,-0.4536864,-0.80473185,-0.34201816,-0.14443316,-0.14003906,-0.05989279,-0.22231682,-0.6073482,0.15074866,-0.067389995,0.23952967,0.7368083,0.92905843,0.20751409,0.15059799,0.053053293,-0.122543074,0.031871725,-0.564659,-0.0088895755,-0.051639497,-0.01255627,0.033475325,0.15940222,-0.0949438,0.20163332,-0.2562294,-0.20613515,-0.26067576,-0.14499044,0.002214487,0.60814893,-0.11586616,-0.24548309,-0.0116929235,-0.046926063,-0.22082897,-0.1465215,-0.1728105,-0.13718328,0.20920849,-0.81015325,0.18643309,0.26508942,0.31918436,0.3695589,-0.18482164,0.11767877,0.008340458,-0.16591506,0.27760842,0.28014296,-0.4161587,0.18007305,-0.16831656,0.24703334,0.93390566,0.18977709,-0.23978198,-0.6091091,-0.0633966,0.778961,1.0062054,-1.163362,0.16145582,-0.010341679,0.00039139038,-0.34747288,-0.8541688,-0.06350783,0.13253815,-0.36018714,-0.10352924,-0.10329536,-0.028231371,0.12315666,-0.4203548,-0.28703338,0.4268477,0.039433602,-0.4719146,0.16931163,-0.10122374,0.0073091653,-0.16298963,0.2537019,-0.3027136,-0.55554825,-0.40047294,-0.1419788,0.23138264,-0.04084562,0.108685985,-0.7494498,0.14551716,0.42929035,0.019458327,-0.41799828,-0.43862534,-0.16073035,0.58585393,-0.775212,0.14444374,-0.22626467,1.1152902
0.58600134,0.25668657,0.75579715,0.0128352055,-0.44938463,-0.3790666,0.38541675,1.4421203,-0.61459,0.24363002,-1.3040235,0.07702037,-0.2293915,-0.5032676,0.15840507,-0.06412325,-0.29667762,-0.3053172,0.025642117,-0.6075022,-0.22717977,-0.6582136,-0.36235234,0.26591668,-0.54246795,-0.2085025,-0.14836176,0.2415214,-0.2032019,-0.38576785,0.5206752,-0.6218653,-0.16804785,0.24100558,-0.29185066,-0.1022676,0.8986926,0.64528936,-1.1738514,0.18167652,0.61498475,1.6044606,-0.19549185,0.05001908,-0.24736114,-0.14668025,-0.5114021,-0.00014984759,-0.19736673,0.096445985,0.21269,-0.2862178,0.08497045,-0.02173627,-0.25090566,-0.7957089,0.5305854,-0.36114925,-1.6601683,-0.295882,-2.1222572,-0.22865565,-0.054772705,-0.7159186,-0.021012828,0.1706763,-0.15712915,0.29928744,0.04375539,0.16905758,0.14812751,-0.505479,-0.04541286,0.1716678,0.053512003,-1.2664529,-0.1218416,0.27310765,-0.59489626,-0.5247841,0.8201274,-0.4956359,-0.09916868,-0.81439173,-0.1329685,0.013471298,-0.73778546,0.09070348,-1.7391225,0.234976,0.31017688,-0.15208441,-0.6970595,-0.8521613,0.13785379,-0.33779174,-0.9314026,-0.5410525,-0.2270714,-0.2906183,0.023366207,-0.27578413,-0.37737948,0.08913932,-0.0085604135,0.31156892,0.5727296,0.397346,-0.030922286,0.25147548,-0.124581136,0.09199171,-0.0630088,-0.6481128,0.13622938,-0.07086778,-0.13181047,0.16413909,0.25497815,-0.0024801232,0.2670117,-0.30025268,-0.29832977,-0.26000622,-0.08822163,-0.046460234,0.20644501,0.0012683023,-0.25886688,-0.12007853,-0.2874259,-0.29898235,-0.2371088,-0.28158987,-0.29579532,0.13919014,-0.93240696,0.42910948,0.020414175,0.06408666,0.47990578,-0.056552503,0.13773777,0.033934887,-0.14953607,0.62238353,0.34294274,-0.5721513,0.24418975,-0.09457599,-0.16854781,0.50337744,0.6428264,-0.25011888,-0.8278965,-0.27803072,0.9458638,1.1406932,-0.7456925,0.4280915,0.26596788,-0.22957246,-0.28399003,-0.5562937,0.048304234,0.015358603,-0.32667735,0.16553771,-0.37858093,-0.37078232,-0.07907438,-0.46109593,-0.547878,0.46861178,-0.3232528,-0.7482585,-0.09256282,-0.054242615,0.045213714,-0.37539154,0.054556187,-0.49550977,-0.5720158,-0.5471153,-0.33981493,0.09518334,0.02140952,0.3238843,-0.9448658,-0.22064973,0.21897167,0.053084232,-0.5753735,0.19055192,-0.3768832,0.35020873,-0.7498118,0.1985788,-0.555363,1.0509828
0.015652467,-0.27579868,-0.4258986,0.1379242,-0.33495918,-0.30710512,0.09321848,0.6137372,-0.50603604,-0.049509775,-1.0852054,0.38622582,-0.119057745,-0.42307767,0.025406472,0.26737085,0.3068999,0.3661093,0.12863599,-0.08605163,0.3671596,-0.15731291,-0.2791069,-0.26657224,0.09034118,-0.49472594,-0.053838324,-0.42754644,0.16256674,0.0022054194,-0.08873107,-0.40360367,0.20357281,-0.21523897,-0.1780856,-0.06428351,0.042204294,-1.1246213,-1.0503907,-0.60908985,-0.1088156,0.14469345,-0.00014870307,-0.26690197,0.035614405,-0.25434044,-0.048042547,0.3450626,0.0961216,-0.9931099,0.11943595,0.104916826,0.15531729,0.023705468,0.06156222,-0.78443867,-0.77853453,-0.9041814,-0.28385374,0.16168857,-0.6712684,0.15589632,0.12657596,-0.3947556,-0.0027224564,0.39147392,0.13495585,0.426948,-0.021769905,0.39268735,0.051733032,0.15876892,-0.033794,0.1271478,0.15599512,-0.45066568,0.037172206,0.04059574,-0.37628376,0.117084265,1.0241404,0.1251403,0.12335322,-0.07545844,-0.2289024,0.17206837,0.14923689,0.24233708,-0.45081678,-0.22593786,0.4192564,0.0013113698,-0.16531648,-0.120768875,0.19736312,0.49883026,-0.24348697,0.62594974,0.060194943,-0.15816545,0.004004115,-0.22333258,-0.79053384,0.124439254,-0.018559242,-0.2126872,0.31325763,0.50146836,0.6547083,-0.14952606,0.3586906,-0.019997988,0.3635572,-0.4572787,0.4576582,-0.0056026736,-0.62225527,-0.3616164,-0.13203499,0.14792094,0.12548713,0.23991708,-0.40437815,-0.43638596,0.29661015,-0.24447595,0.15729024,0.16829072,-0.62314254,0.13928096,-0.1963735,-0.34017465,0.2389972,0.14391516,-0.32464415,-0.20610873,-1.0545343,-0.026785718,0.38665918,-0.009766644,0.52422404,-0.059184853,0.04316215,-0.4440935,-0.1507625,0.35574335,-0.02073751,-0.13674827,0.19577603,0.07737222,-0.37722206,0.043017752,0.708111,-0.24248359,0.27492163,0.058934,-0.5154363,-0.06494181,-0.41846916,0.025621472,0.068708226,0.14848453,0.5409639,-0.4039022,-0.17132992,0.070750736,0.19106482,0.28514498,0.09030854,-0.14601327,0.1341746,0.15527368,0.05138011,-0.21007326,-0.04914735,-0.42243597,0.07464994,-0.7595109,0.38944128,-0.03241379,-0.5093495,-0.17017986,0.31419396,-0.17403749,-0.31829667,0.051433407,0.12747122,-0.15550375,-0.16943529,-0.08138689,-0.25991622,-0.06386477,0.008798028,0.2825182,0.25825676,0.45344558,-0.3410354,0.5095204,0.4294867,-0.010717498
0.3130562,0.10410897,0.26206183,0.013065973,0.117538005,-0.110781945,0.3836033,0.4267593,-0.52442235,0.47882947,-0.3798895,0.44059774,0.06330137,-0.24283911,0.30899486,-0.32854265,-0.16772553,1.2344337,0.12585765,0.21771589,0.061022032,0.26514918,0.44062743,0.8030433,-0.13495022,0.089265436,-0.085506655,0.79106975,0.26108682,0.36759022,0.18192635,0.036837954,0.2271138,-0.293363,-0.0759535,0.4401347,0.26475525,0.056861725,1.0790164,0.12152115,0.4277933,0.6374096,0.00935983,0.27760068,-0.3420675,1.4634979,0.17352585,-0.030061666,0.5009983,0.5066902,-0.18041003,0.054644015,-0.465355,-0.14444077,0.18123046,0.064473845,-0.007988705,-0.13548122,-0.20860955,0.08551628,-0.4724893,0.2087883,-0.06731284,0.05115739,0.028956149,-0.072044164,-0.20640904,-0.21758696,-0.05595181,0.33412158,0.18274754,0.48729625,-0.0970429,-0.67144334,-0.08341879,-0.1986269,0.07243211,0.119282335,0.19362329,0.008553036,0.1954956,-0.12567806,0.27949664,0.2491672,0.01686219,-0.08052723,0.586776,0.07570958,0.2618847,-0.21166186,0.068269834,-0.29967743,0.2591098,-0.2289745,-0.064077236,0.15823995,-0.1636688,0.43634993,0.47102538,0.44909358,-0.36620617,-0.055829138,-0.22744706,-0.14763287,0.21798949,-0.19049378,0.1743135,0.08468088,0.022439592,-0.0824645,0.09738384,-0.036577404,0.14486165,0.23738071,-0.21872157,-0.23659746,0.148733,-0.6885125,0.28175938,0.19889237,-0.36250964,0.23522958,0.0765773,-0.17255615,0.1947694,-0.12027276,0.19918889,0.036672585,0.008931648,-0.14498067,0.08598555,-0.1415627,0.062308237,0.1260101,0.21899886,-0.03507222,-0.34476689,-0.14593552,0.4348175,0.010387015,0.1021187,-0.23718475,0.0660233,0.09533607,0.30293334,-0.48070174,0.03737172,0.52270716,-0.110739626,-0.5182478,0.40925053,-0.37756673,0.031180827,0.270266,0.3220639,0.20785911,0.3493422,0.5703578,-0.015734259,0.41945043,-0.33814007,0.33682078,0.08702883,-0.022867836,0.27392915,0.034409218,0.10954559,0.7579602,0.057868775,0.41186428,0.33267054,0.2090766,0.22929318,0.64297247,-0.13644068,-0.26444867,0.4535987,0.93164736,0.1647898,0.1678782,0.3348086,-0.2142708,0.59594136,0.05970452,0.051264685,0.42660475,0.33448517,0.3940515,0.918052,0.25271738,0.2130038,0.4922755,-0.007816684,0.117943555,0.028580928,0.3336654,0.11755632,0.12206142,0.47278726,0.6515142
