0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.026013713,0.095526434,-0.048238855,-0.07899088,-0.33755994,-0.12433161,-0.16528806,0.091712356,0.028804626,0.026054919,0.16506559,0.1074234,0.020665094,-0.009636617,-0.16658351,0.11250388,-0.15411836,-0.09724839,0.057648685,0.032772396,-0.029140472,-0.072669476,-0.17620285,-0.13142924,-0.0069625606,-0.059288703,0.03506423,-0.17280264,-0.1814072,0.11329349,0.044415146,-0.13277493,0.034577947,0.092225514,-0.0880283,0.09395451,-0.068231344,-0.110298805,-0.048883352,-0.11656181,0.010269694,-0.11308862,-0.073588796,0.002931032,-0.056936212,0.13659965,-0.2035218,-0.21200916,-0.1895393,-0.2185363,-0.061477616,-0.23929836,-0.012912607,0.11091017,-0.12743637,0.069609866,0.0431352,-0.1441827,-0.18203184,0.10847601,-0.1044529,0.008136349,-0.12433031,0.088991135
-0.09601276,-0.105001196,-0.22949271,-1.679993,0.046896577,-1.0018069,-0.05968428,-0.05487646,-0.06423926,-0.13859855,-0.9978913,-0.25635305,-1.8537863,-0.24314383,-0.3596284,-0.06585277,-0.15974182,-0.014643476,-0.1463192,-0.44958907,-0.33615893,-0.24962448,-0.09841991,0.6136499,-0.006202837,-0.06096052,-0.06222596,-0.08431744,-0.22765477,-0.044149037,0.5083741,-0.37376714,-0.11751638,-0.027584165,-0.36653244,-0.14765163,-0.5459902,0.0013069732,-0.77253515,-0.15197814,-0.089830905,-0.123192094,-0.099182956,-0.095005564,-0.1118447,-0.027946496,-0.2955341,0.16005737,-0.04708886,-1.9232967,-0.0643006,-0.28033856,-0.18789177,-0.18537639,-0.06970792,-0.30662128,-0.27786896,-0.11872577,-0.2890811,-0.13987264,-0.23592824,-0.3298059,-0.45831648,0.016856184
0.11710026,-0.20004752,0.55286795,0.29149237,-0.16480792,-1.1715143,-0.11142111,-0.19821714,-0.048084065,0.011923753,0.17101337,0.027179202,-0.027717743,-0.18533663,-0.053959794,0.014008707,0.06834599,0.0047406335,-0.04757454,-0.124869265,0.08076661,0.037837308,-0.04742084,0.053824943,-0.1519781,-0.1356326,-0.1560366,-0.04597456,-0.119878374,0.0025522949,-0.039097432,-0.13831569,-0.14763318,-0.04779605,-0.25493288,-0.04914672,-0.32885695,-0.3246854,-0.50351936,-0.07438216,-0.011103437,0.045244977,-0.10008579,-0.058900986,-0.15933943,-0.16162346,-0.15701656,-0.054759648,-0.16187978,-0.4755801,-0.026015209,0.09431692,-0.036502264,0.043813407,0.042345364,0.0012787003,-0.3940357,-0.14750673,0.13841388,-0.07816716,-0.3740497,0.053186636,-0.16566673,0.09755243
-0.112289146,-0.021772461,0.077872984,-0.11031135,-0.16481769,-0.04192944,-0.044337556,-0.00057124556,-0.05775995,-0.050513986,-0.001585329,-0.018453956,-0.14403926,-0.13198408,0.12549944,-0.09188085,-0.23638994,0.11200707,0.11393894,0.09700876,0.017764434,0.06985927,-0.0189244,0.10667276,0.119241394,-0.058803197,0.09114704,0.045962237,0.10637502,-0.1326815,-0.08355338,0.032917663,0.080686815,-0.16244534,-0.016297568,-0.06848934,0.024117852,-0.06070014,0.03222155,0.078616805,0.1553819,0.0017329901,-0.12475395,-0.005882308,0.1426305,0.08078472,-0.029397748,0.024396999,-0.07401189,0.08889446,-0.17298757,-0.103690706,0.038839724,-0.036617994,-0.19859575,-0.14343506,0.14921184,-0.09319991,-0.022361606,-0.20480795,-0.021119326,0.0064195343,-0.033921055,0.005430788
0.10964422,0.07930315,0.07933725,-0.010961871,-0.007661801,-0.07279444,0.063996404,-0.12971345,-0.16307399,-0.16473733,0.013699948,0.10901355,0.029228073,0.09844072,0.027324997,0.09577268,0.038416717,0.16896357,-0.11254466,-0.10169297,-0.15581472,0.115150616,0.08345069,0.18270816,0.10973569,-0.15690304,0.068815455,0.035583556,-0.14881873,0.015382288,-0.027511964,0.13647585,-0.26772258,-0.06017032,-0.05025191,0.10106003,0.056639537,-0.036055617,-0.21147051,-0.06201438,-0.20015015,-0.043576404,0.06516832,-0.03816097,-0.20357627,-0.016460987,-0.21088813,-0.10250395,-0.0355804,0.12092285,0.04730588,0.057543572,-0.04549628,0.0056515387,-0.18487072,0.062407512,-0.07546308,-0.052905917,0.18337442,-0.13030086,0.12152348,0.0051995977,0.07620904,0.08736172
0.027376313,-0.031167857,-0.12343655,0.029059894,0.13863795,0.04011534,-0.19165072,0.11628627,-0.06205344,-0.05287187,0.10564062,-0.06085509,-0.1546721,0.021570623,-0.16241907,0.1443252,-0.13041915,-0.01983881,-0.026077569,-0.20365225,0.06756696,-0.07730751,0.051028416,-0.084354416,0.020474808,-0.0041553006,-0.04747567,0.04537427,0.040274255,0.11167589,0.07414051,0.013970987,-0.17755333,-0.005497543,0.0694163,-0.105014466,-0.007656911,-0.19652942,-0.052546218,0.026262874,-0.016149394,0.25312302,0.02090125,0.011019921,-0.102729544,0.114348486,0.15125135,0.112160355,-0.001181725,-0.061727222,-0.14324751,0.13082603,0.07407547,-0.08628144,0.11476372,-0.20466608,0.10691602,-0.0049410346,-0.10500621,-0.12567878,0.116488114,0.1542866,-0.013840863,-0.13091181
-0.016211236,0.020215174,0.17122532,-0.14844841,0.022711923,0.005205946,0.12072538,-0.15351497,0.14370245,0.099521264,0.25143486,-0.051495686,0.1486176,-0.05330451,-0.12361583,-0.18903115,0.038365938,0.06886805,0.13048834,0.05945066,-0.153899,0.10305881,0.07393302,-0.086043134,0.1592415,-0.14550887,-0.037163984,-0.032043573,-0.17787714,-0.13116878,0.06399662,-0.008021689,-0.13732211,0.047604702,-0.029239073,-0.1401885,-0.042525806,-0.058824845,-0.09348983,-0.042871144,0.14726523,-0.09735959,0.13855983,-0.006678964,-0.09231958,0.1735792,0.036940783,-0.006734254,0.11423694,0.13841332,-0.000479877,0.10351121,0.025084063,0.1918196,0.05755275,-0.004437566,0.1554947,0.17666055,0.05926369,-0.051579643,-0.07912479,0.13710268,-0.04615662,0.02541876
0.007667509,0.053292926,0.036590446,0.06293041,-0.08485671,-0.15748996,-0.026152046,-0.021949489,-0.053232074,0.054604452,-0.26231965,-0.03845588,-0.07691003,0.08951749,-0.11010535,0.033657633,0.06840736,-0.086276844,0.004469629,0.009158091,0.0359622,0.020754784,0.15563604,0.047274396,0.16785987,-0.13662718,-0.09736404,0.009650695,0.015753835,-0.14123057,-0.039768167,-0.18344577,0.13008532,0.097049475,-0.091049604,0.04597153,-0.14390755,-0.017151846,-0.046405993,0.057304088,-0.077006,0.043427426,-0.05925857,0.14296044,-0.16277878,0.06817193,-0.1775778,-0.04827891,-0.06683213,-0.112377346,-0.10802186,-0.041657425,0.029937902,0.053094476,-0.14810413,-0.004355512,-0.0056881197,0.18027093,0.1560637,0.11544395,-0.119639836,0.20248781,0.10341099,0.091109484
-0.17391202,0.082965806,-0.16276813,-0.10785385,-0.108892694,0.095205195,0.041804597,-0.051380202,-0.14856596,-0.06911146,0.013244862,-0.31110287,-0.06535117,-0.19917761,-0.014268609,-0.16774306,-0.08267998,-0.080273874,-0.10631813,0.18133564,-0.05345177,-0.05402415,-0.030830458,-0.08014997,0.029715842,-0.13752793,0.059273355,-0.08825541,-0.005749747,-0.07031849,-0.063969895,-0.1449098,-0.149737,0.11099204,0.040340263,0.07691661,0.13754575,-0.1291278,0.04909752,-0.044486,-0.15102142,0.007227945,-0.13916388,-0.059793714,0.11547368,0.074909724,0.023265155,0.12524316,-0.015307117,-0.21267135,-0.06413035,0.1293987,0.0957683,0.0007117641,-0.09893873,0.080760375,0.14500287,-0.16474678,-0.08597437,0.13124877,-0.070672,-0.1018006,-0.16211747,0.13216147
-0.08710771,0.081652455,-0.047622804,0.15225789,0.00095698197,0.022817794,0.047953516,-0.12056627,0.08965612,0.046302732,-0.21414758,-0.22336307,-0.02726347,-0.09170858,0.15010357,-0.12743714,-0.10989564,0.081684455,-0.04271484,0.12648362,-0.09995355,-0.09737102,-0.012742541,0.044380683,0.18656482,-0.16701426,0.040384274,-0.09492038,0.03532235,0.0034182828,-0.21713074,-0.043855328,-0.12572569,-0.12930709,-0.14184693,-0.15847056,0.1960556,0.06954176,-0.012371635,-0.03537531,-0.041200373,-0.047111746,-0.1625611,0.101329416,0.03534962,0.08426108,-0.0030604731,-0.12494199,-0.1277565,-0.15814608,0.04062653,0.07320624,-0.051610265,-0.004354626,-0.028250737,0.009573848,-0.1713553,-0.20088984,0.03180684,-0.15727678,-0.04801279,0.044696867,-0.0066307685,-0.10853491
-0.15151173,0.14895856,-0.064543866,-0.27129108,0.05656063,-0.2834093,-0.023162719,0.09119896,-0.052543547,0.050040334,0.022198457,0.125216,0.13442068,-0.28462133,0.11517542,0.07317514,0.008063707,-0.12549219,0.16214877,-0.2571792,-0.17108299,0.0708485,0.12439328,-0.19541419,-0.0494578,-0.019796267,-0.20892772,-0.29491496,0.118341275,0.04508926,-0.035257015,0.034619357,-0.17079265,-0.17937116,-0.2107546,-0.008003885,-0.20324051,-0.03841281,-0.17652293,-0.21154115,-0.21527681,-0.1451211,-0.09232768,-0.14431015,0.016160637,-0.06399589,0.13201167,-0.08849591,-0.1795839,-0.17556791,-0.113067865,-0.142776,0.10183079,-0.09053098,-0.25770107,0.013006534,-0.01447141,-0.06569458,-0.13697468,-0.16818675,-0.12592083,0.027695047,0.15317068,-0.3037573
-0.1764941,-0.06998397,-0.11997079,0.122691266,0.0027291907,-0.15593179,-0.15881135,0.03952912,-0.031671036,-0.07371695,0.12586108,0.16714251,-0.19050947,0.11015465,-0.11381945,0.005345106,0.029416893,-0.038548682,0.09619618,0.06637659,-0.17098373,0.12619913,0.016778708,-0.20611715,0.082457624,-0.1423157,0.050649494,-0.08273252,-0.07698876,0.1482696,-0.24600922,-0.0057030204,-0.027088517,0.11425676,-0.122655444,-0.039925646,-0.0131292995,0.08058213,0.11267783,0.15831578,-0.07988951,0.13910222,-0.018671298,-0.015473559,0.04473594,0.07789784,-0.18671274,0.021602914,0.094734214,0.06973739,-0.04180407,-0.0023964688,0.12568928,0.289921,0.00043169034,0.08911116,-0.002068435,0.054608803,0.032216117,-0.014126597,0.13054492,0.22604659,-0.12533353,-0.164997
0.022193473,0.07911954,0.077076524,-0.047325365,-0.01669991,-0.12841907,-0.11892934,0.040807948,0.044772454,0.13377476,-0.115991384,-0.07236869,-0.05419069,0.07678404,-0.19671944,-0.13229139,-0.077643886,-0.15406612,0.0062642964,0.012972526,-0.05631751,-0.14592052,-0.042933892,-0.0011815976,0.010917797,-0.027366336,0.03497753,0.1584293,-0.029346881,-0.057709675,0.08252625,-0.1775195,-0.017972017,0.13635285,-0.18072689,-0.0676279,-0.10396051,0.14619404,0.14381067,0.042893134,-0.21853533,-0.18911164,-0.14797936,-0.14650431,-0.13616027,0.04798735,0.013894446,-0.12829934,-0.017315267,0.017814778,0.03709759,-0.18675394,0.10539477,-0.25478226,0.12081331,0.1233071,-0.05552503,0.042707358,0.07670877,-0.1830539,-0.13106063,0.023701327,-0.085131295,-0.11798775
