0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
-0.0,-0.33769968,-0.0,-0.22807424,0.0,-0.17254266,0.0,0.0,-0.21531342,-0.0,-0.0,-0.38382706,0.18324985,-0.2547605,-0.5742815,0.18668558,-0.32755014,0.0,0.0,0.18040499,-0.0,-0.16435614,-0.34527972,-0.23744538,0.57024246,-0.0,-0.19308263,-0.1934765,-0.18592398,-0.0,0.0,-0.0,-0.0,-0.5199926,-0.17854384,0.0,-0.0,-0.16637355,0.0,0.0,-0.82434464,-0.18707626,0.0,0.19132516,-0.69497824,-0.0,-0.0,-0.0,0.0,-0.17677385,-0.0,-0.0,-0.0,-0.7039577,-0.0,-0.202988,-0.17721266,-0.21246126,-0.0,-0.17305695,0.0,-0.0,-0.0,-0.16272812
0.0,0.0,-0.16642979,-0.0,-0.0,-0.17392989,0.0,0.0,0.0,0.19525234,0.0,-0.72481465,0.304917,-0.0,0.0,0.0,0.0,0.27834854,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.20348947,-0.0,0.0,0.1902212,0.17667772,0.0,-0.0,-0.0,0.16427429,-0.0,1.2366912,-0.0,-0.2260824,0.0,0.16636711,-0.19419023,-0.18271697,0.0,0.0,-0.0,-0.17047726,0.0,0.0,-0.19131976,-0.1602587,-0.0,-0.0,-0.38366473,0.0,-0.0,-0.0,-0.0,-0.0,-0.22037743,0.0,0.0,-0.0,0.18307634
0.0,0.0,0.4001385,0.0,-0.0,-0.0,0.20832674,-0.19108114,-0.20331876,-0.0,0.0,-0.23274699,-0.1713824,0.33802414,-0.21067086,-0.0,-0.15346746,0.298652,-0.0,0.0,0.0,-0.0,-0.38035518,-0.0,0.0,0.0,-0.0,-0.25881836,-0.1694114,-0.17245468,0.2146343,-0.0,0.0,-0.0,0.16060485,0.24282189,0.25827056,-0.0,-0.0,-0.21773665,-0.0,0.4885904,0.0,-0.0,0.15831394,0.0,0.0,-0.0,0.2560168,0.0,-0.23402122,-0.0,0.0,-0.4585777,0.1901534,-0.0,0.24973719,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,0.21318147,-0.0,0.35298917,-0.16169727,0.0,-0.16878372,-0.16486377,0.0,-0.0,-0.0,0.0,0.291996,-0.0,-0.0,-0.0,0.0,-0.20278102,0.1661911,-0.1824756,-0.18466616,-0.2842357,-0.25415328,-0.0,0.0,-0.0,0.0,-0.16944416,-0.17698137,-0.2486866,-0.0,-0.0,-0.0,0.25470662,-0.17078936,0.0,0.0,-0.19668916,-0.0,-0.0,0.44807255,0.0,-0.16860206,-0.0,-0.0,-0.0,-0.0,-0.0,0.33612198,-0.0,0.0,0.0,-0.53143543,-0.0,-0.0,0.4339655,0.18254523,-0.0,-0.0,0.0,0.0,-0.0,-0.18613686
-0.0,0.44725552,-0.0,-0.0,-0.18934302,-0.15949897,-0.0,-0.0,-0.3119171,0.0,-0.20106556,-0.0,0.0,-0.29196882,-0.0,-0.0,-0.15896232,-0.25933665,0.0,-0.0,-0.25389758,0.17442118,-0.21632981,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.20243664,0.0,-0.19597903,-0.226783,-0.0,0.0,0.0,-0.0,0.0,-0.20816118,-0.18984838,-0.0,0.0,0.0,-0.0,0.0,-0.2764319,0.17570809,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.15593262,-0.0,-0.0,-0.35284463,0.0,0.0,0.0
0.0,0.48077348,-0.3213424,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.28124928,-1.0736899,-0.16816244,-0.0,-0.0,-0.0,0.0,0.0,-0.31627858,-0.17556638,0.0,-0.0,-0.18726607,1.5174336,-0.0,0.2139725,-0.20622212,0.0,0.0,0.17613891,-0.2065807,-0.19701207,-0.1636791,0.17341043,0.0,-0.0,-0.23195112,0.0,0.0,0.20363015,-0.25686038,-0.17541942,-0.0,0.0,-0.3924519,0.0,0.3163721,0.0,0.0,-1.3912778,0.0,0.0,-0.0,-0.0,-0.16617188,-0.0,-0.0,-0.0,0.0,-0.0
-0.09302655,-0.0,0.0,0.0,0.0,0.0,-0.0,0.19135477,-0.18623017,-0.2807421,-0.0,0.3508276,-0.18898994,-0.026408888,0.19026513,-0.3904298,-0.58621615,-0.0934087,-0.0,-0.0,0.0,0.0,-0.30515158,-0.16129711,0.10185341,0.0,-0.17305115,-0.0,-0.0,0.14192286,-0.0,-0.1869197,-0.17015801,-0.23874344,0.0,0.0,0.14437066,-0.0,-0.0,0.42798623,0.0,-0.2912385,-0.0,0.0,0.5159225,-0.3011793,-0.0,-0.0,-0.0,0.27336454,-0.0,-0.0,0.0,-0.048381157,0.0,-0.0,-0.0,-0.15377365,0.0,0.34233028,-0.29477885,-0.0,-0.0,-0.22101535
0.0,-0.16857626,0.0,-0.0,0.19595008,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.2876553,-0.0,-0.0,0.0,-0.1956098,-0.15772924,-0.0,0.0,0.0,0.0,0.0,0.16754057,-0.0,0.0,0.0,-0.0,0.0,-0.25101438,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.16616781,0.0,-0.303191,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.21966822,0.3000499,-0.0,0.0,-0.0
-0.0,-0.25350964,0.17027879,-0.0,-0.18407474,-0.0,0.18695207,-0.0,-0.22309527,-0.20077041,0.0,-0.20762256,-0.0,-0.0,-0.17473935,0.43388742,-0.2531151,-0.5315382,0.0,-0.0,-0.0,-0.1611186,-0.38696873,0.0,0.20878538,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.23315436,-0.33663422,0.0,-0.0,0.0,-0.0,-0.0,-0.24551332,-0.3465939,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.2926262,-0.0,-0.0,-0.0,0.21575311,-1.7901217,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.20079279,0.0,-0.19388199
-0.0,-0.0,-0.0,-0.27902594,-0.0,-0.15644142,-0.28401947,-0.0,-0.0,-0.0,-0.0,-0.0,0.26465604,-0.19751911,0.16000275,0.0,-0.0,-0.0,-0.0,-0.0,0.16110155,-0.0,0.0,0.0,-0.0,-0.17352906,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.20689137,0.0,0.0,-0.17306651,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.1537191,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.23510373,-0.0,-0.0,-0.0,-0.21061088,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.2125702
-0.0,0.30575317,0.34712818,-0.0,0.26472512,0.0,0.0,0.0,0.0,-0.0,-0.1982997,-0.46421298,0.7486389,0.22209223,0.26633114,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.9406169,0.35118014,-0.0,-0.16768466,0.956151,-0.0,-0.4419598,0.4027516,0.0,0.0,0.41626975,-0.19702677,0.0,0.55132824,-0.0,0.0,0.0,-0.8448185,0.0,-0.0,-0.0,0.18728796,-0.30410457,-0.0,0.0,0.0,-0.0,0.30276465,-0.0,0.0,-1.6913294,0.0,-0.17215449,0.19680779,0.2390385,-0.0,-0.16628131,-0.0,-0.0,-0.0,-0.27980217
-0.0,-0.0,0.14491086,-0.0,0.0,0.0,0.21839981,-0.0,-0.0,-0.0,0.0,0.0,-0.22440195,0.41857722,-0.0,-0.0967912,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.23503451,-0.0,0.86411715,-0.1626103,-0.15712506,-0.0,-0.0,0.06388424,0.0,0.0,-0.28132927,0.14873286,0.20377277,0.0,-0.0,-0.18840939,-0.1852871,0.0,-0.0,0.4584991,0.06417045,0.29351312,0.0,0.0,0.0,-0.19368888,0.3704105,-0.0,-0.0,0.0,0.18061392,-0.7282858,-0.07157499,-0.15405564,0.4680771,-0.18026222,-0.0,-0.0,-0.0,-0.0,0.64487594,-0.0
0.0,0.3622222,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.28011203,-0.0,-0.20170014,0.0,-0.26425454,0.0,0.0,0.0,0.0,-0.17645529,-0.15358493,0.20434934,0.0,0.45914575,0.0,0.0,-0.0,0.0,0.21495616,0.0,0.0,0.0,0.1908382,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.29176468,-0.0,0.0,0.2918081,0.0,0.0,0.0,0.0,0.0,0.0,-0.17439505,0.0,0.2748821,0.0,0.0,0.0,-0.0,0.0,0.495101,-0.16925834,-0.0,0.0,-0.2122583
0.06455736,-0.0,-0.06510089,0.0,0.20434178,-0.0,-0.0,0.0,-0.19857939,-0.0,-0.18379189,0.0,-0.17072707,-0.15214369,0.12305606,-0.116935514,-0.3666853,0.22823553,-0.26704,-0.28682047,-0.38960245,-0.23607709,0.15575837,-0.0,-0.6998153,-0.0,0.0,-0.0,-0.19068785,-0.0,-0.15162419,-0.0,-0.31476218,-0.0,0.46005476,-0.24650903,0.14519037,-0.0,-0.0,-0.0,0.0,-0.16969031,0.0,-0.17186461,0.0,-0.0,-0.0,-0.19171323,-0.41271722,-0.0,0.0,-0.0,-0.0,-0.24029422,0.20826837,0.0,0.0,-0.21943548,-0.0,-0.53521675,-0.28345072,0.0,-0.0,0.16416137
-0.17445683,-0.0,0.51341474,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.27917644,0.0,0.0,-0.0,0.9089937,0.55409926,0.15255627,-0.0,-0.0,-0.0,-0.0,-0.18401098,0.0,0.54879177,0.37922108,0.2507661,0.0,0.0,0.0,0.0,-0.28040248,-0.0,-0.0,-0.0,0.0,0.27259204,-0.0,-0.0,-0.15226081,-0.15265667,0.0,-0.0,0.0,0.0,0.54331833,0.23942064,0.0,-0.0,-0.0,-0.0,0.24680738,0.3051999,0.0,0.25867406,-0.0
0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.23617046,0.1721342,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.1891627,0.0,-0.0,0.0,0.0,0.16041951,0.0,0.0,0.0,-0.2158675,-0.22135766,0.0,0.0,0.23787722,-0.1857957,-0.0,-0.0,-0.0,-0.17491397,0.0,-0.28328732,-0.0,0.0,-0.0,0.19777353,0.0,-0.0,0.0,0.0,-0.0,-0.239821,-0.0,-0.0,-0.0
0.0,0.2363937,0.0,0.0,-0.0,-0.0,-0.26305753,-0.0,0.15483633,0.0,0.0,0.0,-0.0,-0.4363602,-0.2523578,0.0,0.24670902,0.35018596,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.2593412,0.15325482,-0.0,-0.15215172,0.0,0.0,0.29891565,0.15992902,-0.0,0.15610449,-0.0,-0.0,-0.26488557,-0.0,-0.0,-0.0,0.21287213,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.17519496,0.4314279,0.0,0.0,-0.3236688,0.0,0.0,-0.35127476,-0.18328768,-0.3136239,-0.0,0.2725609
